seq0_leftend,seq0_rightend,seq1_leftend,seq1_rightend,seq2_leftend,seq2_rightend,seq3_leftend,seq3_rightend,seq4_leftend,seq4_rightend
-10155449,-10156774,11308555,11309893,0,0,0,0,0,0
-10152829,-10155444,11310043,11312662,0,0,0,0,0,0
-10150331,-10152787,11312667,11315118,0,0,0,0,0,0
-10128826,-10150326,11315148,11336659,0,0,0,0,0,0
-10126781,-10128746,11336664,11338631,0,0,0,0,0,0
-10119301,-10126757,11338636,11346090,0,0,0,0,0,0
-10118186,-10119297,11346266,11347374,0,0,0,0,0,0
-10116068,-10118181,11347401,11349515,0,0,0,0,0,0
-10115688,-10116021,11349520,11349859,0,0,0,0,0,0
-10111311,-10115683,11349970,11354314,0,0,0,0,0,0
-22893558,-22900801,0,0,3039878,3047134,0,0,0,0
-10111042,-10111197,11354428,11354583,0,0,0,0,0,0
-22900806,-22901758,0,0,3038891,3039847,0,0,0,0
-10107749,-10110881,11354744,11357867,0,0,0,0,0,0
-10094585,-10107744,11358556,11371677,0,0,0,0,0,0
-10088425,-10094563,11371680,11377809,0,0,0,0,0,0
-10084487,-10088390,11377814,11381739,0,0,0,0,0,0
-10074478,-10084453,11381744,11391741,0,0,0,0,0,0
-10070399,-10074407,11391746,11395754,0,0,0,0,0,0
-10056347,-10070394,11395791,11409853,0,0,0,0,0,0
-10055875,-10056211,11409857,11410193,0,0,0,0,0,0
-10047254,-10055872,11410215,11418838,0,0,0,0,0,0
-10046178,-10047251,11418860,11419937,0,0,0,0,0,0
-10044134,-10046152,11419942,11421970,0,0,0,0,0,0
-10041515,-10044129,11422132,11424763,0,0,0,0,0,0
-10038539,-10041490,11424767,11427729,0,0,0,0,0,0
-10030010,-10038522,11427784,11436285,0,0,0,0,0,0
-10014018,-10030005,11436310,11452280,0,0,0,0,0,0
-9998732,-10014013,11452400,11467651,0,0,0,0,0,0
-9996383,-9998700,11467656,11469967,0,0,0,0,0,0
-9993339,-9996319,11469971,11472972,0,0,0,0,0,0
-9991309,-9993211,11472989,11474904,0,0,0,0,0,0
-9988136,-9991304,11474939,11478127,0,0,0,0,0,0
-9985984,-9988133,11478150,11480300,0,0,0,0,0,0
-9981780,-9985583,11480305,11484107,0,0,0,0,0,0
-9980594,-9981776,11484131,11485313,0,0,0,0,0,0
-9975145,-9980540,11485317,11490738,0,0,0,0,0,0
-9971260,-9975104,11490743,11494577,0,0,0,0,0,0
-9967616,-9971240,11494580,11498204,0,0,0,0,0,0
-9961866,-9967611,11498237,11503957,0,0,0,0,0,0
-9960583,-9961853,11504043,11505305,0,0,0,0,0,0
-9948808,-9960549,11505309,11517084,0,0,0,0,0,0
-9947045,-9948803,11517162,11518930,0,0,0,0,0,0
-9946691,-9947011,11518935,11519255,0,0,0,0,0,0
-9945599,-9946686,11519479,11520566,0,0,0,0,0,0
-9944425,-9945594,11520941,11522120,0,0,0,0,0,0
-9944084,-9944420,11522172,11522507,0,0,0,0,0,0
-9942160,-9944055,11522512,11524413,0,0,0,0,0,0
-9935997,-9942139,11524416,11530549,0,0,0,0,0,0
-9932387,-9935720,11530554,11533881,0,0,0,0,0,0
-9919891,-9932381,11534047,11546534,0,0,0,0,0,0
-9919318,-9919856,11546539,11547077,0,0,0,0,0,0
-9907112,-9919159,11547082,11559159,0,0,0,0,0,0
-9906995,-9907071,11559164,11559240,0,0,0,0,0,0
-9905060,-9906973,11559243,11561122,0,0,0,0,0,0
-9904838,-9905056,11561273,11561497,0,0,0,0,0,0
-9900323,-9904769,11561502,11565957,0,0,0,0,0,0
-9900008,-9900303,11566218,11566513,0,0,0,0,0,0
-9881521,-9899964,11566518,11584963,0,0,0,0,0,0
-9880138,-9881137,11585302,11586301,0,0,0,0,0,0
-9876124,-9880133,11586332,11590319,0,0,0,0,0,0
-9866354,-9876034,11590336,11600024,0,0,0,0,0,0
-9855692,-9866349,11600061,11610681,0,0,0,0,0,0
-9848167,-9855688,11610709,11618239,0,0,0,0,0,0
-9848051,-9848097,11618244,11618290,0,0,0,0,0,0
-9822740,-9848046,11618330,11643647,0,0,0,0,0,0
-9820491,-9822716,11643706,11645946,0,0,0,0,0,0
-9811290,-9820391,11645951,11655075,0,0,0,0,0,0
-9809733,-9811285,11655220,11656766,0,0,0,0,0,0
-9800871,-9809691,11656770,11665584,0,0,0,0,0,0
-9796898,-9800866,11665621,11669606,0,0,0,0,0,0
-9796374,-9796877,11669609,11670095,0,0,0,0,0,0
-9785437,-9796318,11670105,11680982,0,0,0,0,0,0
-9780385,-9785394,11680987,11685998,0,0,0,0,0,0
-9761591,-9780381,11686026,11704813,0,0,0,0,0,0
-9761158,-9761335,11704818,11704995,0,0,0,0,0,0
-9754038,-9761134,11705000,11712075,0,0,0,0,0,0
-9746263,-9753995,11712079,11719795,0,0,0,0,0,0
-9744892,-9746196,11719800,11721097,0,0,0,0,0,0
-9741911,-9744888,11721133,11724109,0,0,0,0,0,0
-9737933,-9741372,11724114,11727553,0,0,0,0,0,0
-9731735,-9737906,11727558,11733724,0,0,0,0,0,0
-9730393,-9731666,11733729,11735007,0,0,0,0,0,0
-9727444,-9730216,11735017,11737792,0,0,0,0,0,0
-9717933,-9727413,11737797,11747261,0,0,0,0,0,0
-9715640,-9717902,11747266,11749528,0,0,0,0,0,0
-9685808,-9715302,11749542,11779028,0,0,0,0,0,0
-9685746,-9685803,11779062,11779119,0,0,0,0,0,0
-9685072,-9685741,11779156,11779827,0,0,0,0,0,0
-9681967,-9685067,11779884,11782968,0,0,0,0,0,0
-9680214,-9681963,11783006,11784758,0,0,0,0,0,0
-9676033,-9680140,11784763,11788841,0,0,0,0,0,0
-9670056,-9676028,11788868,11794840,0,0,0,0,0,0
-9667053,-9670052,11795172,11798172,0,0,0,0,0,0
-9662579,-9667048,11798210,11802680,0,0,0,0,0,0
-9654584,-9662551,11802688,11810657,0,0,0,0,0,0
-9644865,-9654453,11810661,11820254,0,0,0,0,0,0
-9629469,-9644783,11820259,11835558,0,0,0,0,0,0
-9628191,-9629462,11835655,11836936,0,0,0,0,0,0
-9619887,-9628112,11836941,11845181,0,0,0,0,0,0
-9619312,-9619882,11845210,11845780,0,0,0,0,0,0
-9611377,-9619289,11845784,11853696,0,0,0,0,0,0
-9610902,-9611372,11853721,11854189,0,0,0,0,0,0
-9609833,-9610898,11854221,11855264,0,0,0,0,0,0
-9604930,-9609690,11855273,11860022,0,0,0,0,0,0
-9604806,-9604924,11860081,11860199,0,0,0,0,0,0
-9604752,-9604802,11860265,11860315,0,0,0,0,0,0
-9604712,-9604747,11860453,11860488,0,0,0,0,0,0
-9603332,-9604458,11860506,11861632,0,0,0,0,0,0
-9602791,-9603327,11861747,11862285,0,0,0,0,0,0
-9591820,-9602732,11862290,11873177,0,0,0,0,0,0
-9591503,-9591814,11873214,11873527,0,0,0,0,0,0
-9586282,-9591499,11873555,11878749,0,0,0,0,0,0
-9584068,-9586277,11878778,11880994,0,0,0,0,0,0
-9561408,-9584064,11881018,11903764,0,0,0,0,0,0
-9530125,-9561351,11903769,11935041,0,0,0,0,0,0
-9527014,-9530120,11935080,11938187,0,0,0,0,0,0
-9512885,-9527009,11938261,11952377,0,0,0,0,0,0
-9508697,-9512860,11952382,11956548,0,0,0,0,0,0
-9503072,-9508692,11956639,11962275,0,0,0,0,0,0
-9502303,-9503061,11964688,11965439,0,0,0,0,0,0
-9485292,-9502298,11965474,11982495,0,0,0,0,0,0
-9484829,-9485283,11982851,11983305,0,0,0,0,0,0
-9482427,-9484801,11983310,11985683,0,0,0,0,0,0
-9481346,-9482390,11985687,11986731,0,0,0,0,0,0
-9478144,-9481320,11986737,11989919,0,0,0,0,0,0
-9471308,-9478142,11989939,11996784,0,0,0,0,0,0
-9466484,-9471299,11996895,12001727,0,0,0,0,0,0
-9462027,-9466455,12001732,12006186,0,0,0,0,0,0
-9434241,-9461986,12006191,12033900,0,0,0,0,0,0
-9417227,-9434236,12033929,12050916,0,0,0,0,0,0
-9410685,-9417221,12051052,12057589,0,0,0,0,0,0
-9410169,-9410664,12057592,12058087,0,0,0,0,0,0
-9410060,-9410144,12058092,12058176,0,0,0,0,0,0
-9408574,-9410025,12058181,12059624,0,0,0,0,0,0
-9401912,-9408569,12059656,12066322,0,0,0,0,0,0
-9400864,-9401906,12066347,12067381,0,0,0,0,0,0
-9400317,-9400839,12067386,12067908,0,0,0,0,0,0
-9367022,-9400252,12067913,12101068,0,0,0,0,0,0
-9345579,-9366965,12101073,12122483,0,0,0,0,0,0
-9332278,-9345556,12122487,12135774,0,0,0,0,0,0
-9323486,-9332273,12136172,12144939,0,0,0,0,0,0
-9316329,-9323481,12144966,12152134,0,0,0,0,0,0
-9310112,-9316324,12152185,12158408,0,0,0,0,0,0
-9300584,-9310100,12158420,12167955,0,0,0,0,0,0
-9298059,-9300191,12167960,12170081,0,0,0,0,0,0
-9296348,-9297602,12170086,12171340,0,0,0,0,0,0
-9291371,-9296343,12171391,12176348,0,0,0,0,0,0
-9283810,-9291367,12176646,12184203,0,0,0,0,0,0
-9277489,-9283807,12184224,12190574,0,0,0,0,0,0
-9258404,-9277485,12190602,12209705,0,0,0,0,0,0
-9257744,-9258399,12209840,12210495,0,0,0,0,0,0
-9253196,-9257623,12210500,12214932,0,0,0,0,0,0
-9248669,-9253193,12214953,12219477,0,0,0,0,0,0
-9246181,-9248664,12221276,12223763,0,0,0,0,0,0
-9244846,-9245796,12223768,12224718,0,0,0,0,0,0
-9244326,-9244841,12226532,12227047,0,0,0,0,0,0
-9219174,-9244289,12227052,12252183,0,0,0,0,0,0
-9205012,-9219171,12252204,12266377,0,0,0,0,0,0
-9184594,-9197913,12266382,12279686,0,0,0,0,0,0
-9168013,-9184590,12279710,12296267,0,0,0,0,0,0
-9136376,-9168008,12296300,12327948,0,0,0,0,0,0
-9131678,-9136349,12327951,12332627,0,0,0,0,0,0
-9131540,-9131673,12333034,12333158,0,0,0,0,0,0
-9125878,-9131535,12333509,12339175,0,0,0,0,0,0
-9121034,-9125850,12339180,12344012,0,0,0,0,0,0
-9120784,-9121029,12344726,12344971,0,0,0,0,0,0
-9117556,-9120779,12345132,12348351,0,0,0,0,0,0
-9113925,-9117531,12348356,12351965,0,0,0,0,0,0
-9102194,-9113918,12352602,12364358,0,0,0,0,0,0
-9096364,-9102192,12364378,12370196,0,0,0,0,0,0
-9089799,-9096359,12370396,12376957,0,0,0,0,0,0
-9083722,-9089794,12377004,12383052,0,0,0,0,0,0
-9083334,-9083717,12383083,12383466,0,0,0,0,0,0
-9074526,-9083329,12383494,12392283,0,0,0,0,0,0
-9072512,-9074481,12392288,12394255,0,0,0,0,0,0
-9070239,-9072166,12394260,12396188,0,0,0,0,0,0
-9056174,-9070232,12396216,12410242,0,0,0,0,0,0
-9050347,-9056064,12410247,12415978,0,0,0,0,0,0
-9050208,-9050324,12415981,12416097,0,0,0,0,0,0
-9045157,-9050204,12416145,12421206,0,0,0,0,0,0
-9036868,-9045152,12421309,12429593,0,0,0,0,0,0
-9030270,-9036843,12429598,12436199,0,0,0,0,0,0
-9027794,-9030265,12436225,12438683,0,0,0,0,0,0
-9023585,-9027789,12438725,12442939,0,0,0,0,0,0
-9022060,-9023580,12442992,12444513,0,0,0,0,0,0
-9018123,-9022027,12444518,12448421,0,0,0,0,0,0
-9011285,-9018118,12448538,12455375,0,0,0,0,0,0
-9008483,-9011280,12455591,12458398,0,0,0,0,0,0
-9005731,-9008481,12458418,12461166,0,0,0,0,0,0
-8992551,-9005701,12461171,12474326,0,0,0,0,0,0
-8988532,-8992529,12474329,12478331,0,0,0,0,0,0
-8984660,-8988001,12478374,12481715,0,0,0,0,0,0
-8982813,-8984657,12481736,12483579,0,0,0,0,0,0
-8979934,-8982809,12483611,12486490,0,0,0,0,0,0
-8975672,-8979929,12486532,12490789,0,0,0,0,0,0
-8971725,-8975563,12490794,12494636,0,0,0,0,0,0
-8965869,-8971675,12494641,12500423,0,0,0,0,0,0
-8962515,-8965864,12500522,12503860,0,0,0,0,0,0
-8952033,-8962482,12503865,12514318,0,0,0,0,0,0
-8940605,-8952029,12514402,12525799,0,0,0,0,0,0
-8936858,-8940576,12525804,12529522,0,0,0,0,0,0
-8936469,-8936853,12529583,12529966,0,0,0,0,0,0
-8934005,-8936464,12530055,12532512,0,0,0,0,0,0
-8916220,-8933827,12532517,12550115,0,0,0,0,0,0
-8913231,-8916215,12550200,12553180,0,0,0,0,0,0
-8911224,-8913210,12553183,12555158,0,0,0,0,0,0
-8910880,-8911222,12555178,12555522,0,0,0,0,0,0
-8910709,-8910764,12555527,12555582,0,0,0,0,0,0
-8909822,-8910706,12555603,12556487,0,0,0,0,0,0
-8903180,-8909811,12556529,12563193,0,0,0,0,0,0
-8900418,-8903177,12563215,12565979,0,0,0,0,0,0
-8899880,-8900379,12565984,12566476,0,0,0,0,0,0
-8890411,-8899856,12566703,12576154,0,0,0,0,0,0
-8884646,-8890406,12576184,12581940,0,0,0,0,0,0
-8868553,-8884641,12581967,12598062,0,0,0,0,0,0
-8861504,-8868534,12598115,12605164,0,0,0,0,0,0
-8857915,-8858078,12605169,12605332,0,0,0,0,0,0
-8857871,-8857910,12605394,12605433,0,0,0,0,0,0
-8850879,-8857837,12605510,12612469,0,0,0,0,0,0
-8848281,-8850820,12612474,12615023,0,0,0,0,0,0
-8845314,-8848276,12615104,12618085,0,0,0,0,0,0
-8842980,-8845310,12618173,12620496,0,0,0,0,0,0
-8842886,-8842975,12620524,12620613,0,0,0,0,0,0
-8827774,-8842882,12620643,12635729,0,0,0,0,0,0
-22901789,-22906512,0,0,3031423,3036158,0,0,0,0
-8819714,-8827588,12635915,12643803,0,0,0,0,0,0
-8813392,-8819709,12648851,12655168,0,0,0,0,0,0
-8811053,-8813358,12655173,12657450,0,0,0,0,0,0
-8808789,-8810950,12657455,12659625,0,0,0,0,0,0
-8807225,-8808762,12659630,12661166,0,0,0,0,0,0
25647413,25647444,0,0,-284564,-284595,989194,989233,0,0
-8807081,-8807105,12661286,12661311,0,0,0,0,0,0
25647185,25647242,0,0,-284767,-284823,988961,989018,0,0
-22906539,-22907067,0,0,3030891,3031419,0,0,0,0
-8806892,-8806923,12661469,12661499,0,0,0,0,0,0
-22907072,-22921852,0,0,3016079,3030864,0,0,0,0
-22921857,-22929318,0,0,3008508,3015993,0,0,0,0
-8795579,-8806810,12661581,12672786,0,0,0,0,0,0
-8785019,-8795546,12672791,12683281,0,0,0,0,0,0
-8784055,-8785014,12683316,12684283,0,0,0,0,0,0
-8780547,-8784021,12684288,12687757,0,0,0,0,0,0
-8773230,-8780516,12687761,12695017,0,0,0,0,0,0
-8759270,-8773190,12695043,12708964,0,0,0,0,0,0
-8748074,-8759263,12709066,12720242,0,0,0,0,0,0
-8729824,-8748069,12720276,12738536,0,0,0,0,0,0
-8726639,-8729819,12738650,12741836,0,0,0,0,0,0
-8716703,-8726634,12741865,12751799,0,0,0,0,0,0
-8708869,-8716698,12751832,12759659,0,0,0,0,0,0
-8700875,-8708814,12759675,12767604,0,0,0,0,0,0
-8694385,-8700850,12767609,12774094,0,0,0,0,0,0
-8665618,-8694066,12774100,12802541,0,0,0,0,0,0
-8664899,-8665581,12802545,12803227,0,0,0,0,0,0
-8659126,-8664896,12803248,12809022,0,0,0,0,0,0
-8658831,-8659106,12809025,12809300,0,0,0,0,0,0
-8657771,-8658826,12809335,12810390,0,0,0,0,0,0
-8657571,-8657637,12810395,12810464,0,0,0,0,0,0
-8649720,-8657567,12810515,12818348,0,0,0,0,0,0
-8639679,-8649715,12818391,12828429,0,0,0,0,0,0
-8639554,-8639674,12828483,12828604,0,0,0,0,0,0
-8638492,-8639485,12828609,12829603,0,0,0,0,0,0
-8634455,-8638430,12829665,12833633,0,0,0,0,0,0
-8633541,-8634358,12833637,12834454,0,0,0,0,0,0
-8631573,-8633256,12834459,12836141,0,0,0,0,0,0
-8628769,-8631568,12836170,12838969,0,0,0,0,0,0
-8627225,-8628736,12838974,12840495,0,0,0,0,0,0
-8626133,-8627150,12840499,12841519,0,0,0,0,0,0
-8618884,-8626128,12841546,12848777,0,0,0,0,0,0
-8609727,-8618879,12848803,12857923,0,0,0,0,0,0
-8603012,-8609717,12857968,12864692,0,0,0,0,0,0
-8598676,-8601529,12864757,12867603,0,0,0,0,0,0
-8597864,-8598672,12867726,12868533,0,0,0,0,0,0
-8577826,-8597830,12868538,12888570,0,0,0,0,0,0
-8577716,-8577818,12888683,12888787,0,0,0,0,0,0
-8571394,-8577302,12888826,12894711,0,0,0,0,0,0
-8565905,-8571389,12895101,12900560,0,0,0,0,0,0
-8558500,-8565901,12900584,12908006,0,0,0,0,0,0
-8557740,-8558495,12908035,12908790,0,0,0,0,0,0
-8553544,-8557511,12908802,12912756,0,0,0,0,0,0
-8552099,-8553541,12912777,12914222,0,0,0,0,0,0
-8541483,-8552079,12914224,12924791,0,0,0,0,0,0
-8530874,-8541199,12924796,12935103,0,0,0,0,0,0
-8528327,-8530828,12935108,12937611,0,0,0,0,0,0
-8527098,-8528323,12937789,12939015,0,0,0,0,0,0
-8526577,-8527091,12939054,12939568,0,0,0,0,0,0
-8515650,-8526572,12939613,12950540,0,0,0,0,0,0
-8512794,-8515615,12950545,12953366,0,0,0,0,0,0
-8502393,-8512762,12953371,12963722,0,0,0,0,0,0
-8494411,-8502374,12963741,12971716,0,0,0,0,0,0
-8471833,-8494406,12971743,12994345,0,0,0,0,0,0
-8468168,-8471828,12994382,12998030,0,0,0,0,0,0
-8461441,-8468163,12998661,13005357,0,0,0,0,0,0
-8446278,-8461435,13005411,13020577,0,0,0,0,0,0
-8442166,-8446274,13020655,13024768,0,0,0,0,0,0
-8437012,-8442161,13024796,13029925,0,0,0,0,0,0
-8429809,-8437007,13029988,13037171,0,0,0,0,0,0
-8416105,-8429726,13037198,13050807,0,0,0,0,0,0
-8398968,-8416100,13050856,13068000,0,0,0,0,0,0
-8385109,-8398795,13068018,13081734,0,0,0,0,0,0
-8382551,-8385104,13081867,13084429,0,0,0,0,0,0
-8369215,-8382546,13084458,13097816,0,0,0,0,0,0
-8367854,-8369062,13097826,13099033,0,0,0,0,0,0
-8359061,-8367824,13099038,13107785,0,0,0,0,0,0
-8357278,-8359029,13107790,13109548,0,0,0,0,0,0
-8345298,-8357273,13109675,13121656,0,0,0,0,0,0
-8344389,-8345261,13121668,13122540,0,0,0,0,0,0
-8340747,-8344384,13122641,13126290,0,0,0,0,0,0
-8340118,-8340742,13126329,13126960,0,0,0,0,0,0
-8328179,-8340113,13126999,13138914,0,0,0,0,0,0
-8325978,-8328141,13138919,13141082,0,0,0,0,0,0
-8316199,-8325970,13141347,13151123,0,0,0,0,0,0
-8316135,-8316194,13152382,13152441,0,0,0,0,0,0
-8297290,-8316130,13152558,13171415,0,0,0,0,0,0
-8290730,-8297285,13171442,13177994,0,0,0,0,0,0
-8288837,-8290725,13178023,13179915,0,0,0,0,0,0
-8266254,-8288800,13179920,13202457,0,0,0,0,0,0
-8264463,-8266229,13202462,13204221,0,0,0,0,0,0
-8261204,-8264458,13204284,13207541,0,0,0,0,0,0
-8247384,-8261198,13207784,13221597,0,0,0,0,0,0
-8244262,-8247379,13221650,13224784,0,0,0,0,0,0
-8242428,-8244179,13224789,13226549,0,0,0,0,0,0
-8240528,-8242393,13226554,13228409,0,0,0,0,0,0
-8237658,-8240499,13228414,13231252,0,0,0,0,0,0
-8236144,-8237653,13231283,13232792,0,0,0,0,0,0
-8213681,-8236083,13232797,13255192,0,0,0,0,0,0
-8213403,-8213660,13255195,13255455,0,0,0,0,0,0
-8208980,-8213310,13255460,13259775,0,0,0,0,0,0
-8208647,-8208977,13259796,13260110,0,0,0,0,0,0
-8198325,-8208618,13260115,13270422,0,0,0,0,0,0
-8198244,-8198321,13270468,13270545,0,0,0,0,0,0
-8194202,-8198238,13270585,13274613,0,0,0,0,0,0
-8188478,-8194176,13274618,13280318,0,0,0,0,0,0
-8187959,-8188441,13280330,13280813,0,0,0,0,0,0
-8186343,-8187953,13280846,13282458,0,0,0,0,0,0
-8177520,-8186312,13282489,13291266,0,0,0,0,0,0
-8174117,-8177514,13291328,13294742,0,0,0,0,0,0
-8168087,-8174112,13295220,13301248,0,0,0,0,0,0
-8167739,-8168083,13301274,13301616,0,0,0,0,0,0
-8163251,-8167719,13301618,13306102,0,0,0,0,0,0
-22929372,-22931352,0,0,3006523,3008503,0,0,0,0
-8163093,-8163114,13306240,13306260,0,0,0,0,0,0
-22931379,-22934461,0,0,3003444,3006518,0,0,0,0
-8155256,-8162939,13306414,13314108,0,0,0,0,0,0
-8147338,-8155236,13314110,13321992,0,0,0,0,0,0
-22934933,-22950985,0,0,2987379,3003431,0,0,0,0
-8127434,-8147137,13322193,13341888,0,0,0,0,0,0
-8125101,-8126846,13341898,13343640,0,0,0,0,0,0
-8124792,-8125043,13343646,13343897,0,0,0,0,0,0
-8112554,-8123985,13343941,13355341,0,0,0,0,0,0
-8109614,-8112520,13355348,13358266,0,0,0,0,0,0
-8109437,-8109465,13358271,13358299,0,0,0,0,0,0
-8106635,-8109335,13358304,13361012,0,0,0,0,0,0
-8105628,-8106610,13361017,13361999,0,0,0,0,0,0
-8104143,-8105468,13362003,13363328,0,0,0,0,0,0
-8102242,-8104137,13363354,13365245,0,0,0,0,0,0
-8099274,-8102181,13365255,13368150,0,0,0,0,0,0
-8078656,-8099270,13368173,13388770,0,0,0,0,0,0
-8062974,-8078605,13388775,13404398,0,0,0,0,0,0
-8060941,-8062970,13404577,13406609,0,0,0,0,0,0
-8059667,-8060886,13406614,13407821,0,0,0,0,0,0
-8058508,-8059663,13407870,13409056,0,0,0,0,0,0
-8055309,-8058482,13409061,13412233,0,0,0,0,0,0
-8054676,-8055305,13412274,13412910,0,0,0,0,0,0
-8039640,-8054671,13412941,13427942,0,0,0,0,0,0
-8026984,-8039614,13427947,13440566,0,0,0,0,0,0
-8002566,-8026964,13440568,13464983,0,0,0,0,0,0
-8000912,-8002540,13464988,13466625,0,0,0,0,0,0
-8000396,-8000859,13466630,13467093,0,0,0,0,0,0
-7991378,-8000367,13467098,13476065,0,0,0,0,0,0
-7982244,-7991376,13476085,13485224,0,0,0,0,0,0
-7980800,-7982239,13485299,13486749,0,0,0,0,0,0
-7973040,-7980767,13486754,13494459,0,0,0,0,0,0
-7968901,-7973035,13494519,13498656,0,0,0,0,0,0
-7965128,-7968788,13498661,13502341,0,0,0,0,0,0
-7964469,-7965095,13502346,13502940,0,0,0,0,0,0
-7957213,-7964464,13502985,13510284,0,0,0,0,0,0
-7948479,-7957208,13510321,13519037,0,0,0,0,0,0
-7926456,-7948441,13519119,13541101,0,0,0,0,0,0
-7922217,-7926417,13541106,13545299,0,0,0,0,0,0
-7914898,-7922100,13545304,13552486,0,0,0,0,0,0
-7902543,-7914870,13552491,13564830,0,0,0,0,0,0
-7895016,-7902517,13564834,13572354,0,0,0,0,0,0
-7894148,-7894987,13572359,13573191,0,0,0,0,0,0
-7893859,-7894143,13573256,13573540,0,0,0,0,0,0
-7893578,-7893634,13573545,13573601,0,0,0,0,0,0
-7881610,-7893473,13573606,13585477,0,0,0,0,0,0
-7879238,-7881583,13585482,13587820,0,0,0,0,0,0
-7863301,-7879213,13587826,13603724,0,0,0,0,0,0
-7842047,-7863275,13603729,13624920,0,0,0,0,0,0
-7798788,-7842042,13625039,13668313,0,0,0,0,0,0
-7793131,-7798783,13668342,13673995,0,0,0,0,0,0
-7789070,-7793128,13674017,13678079,0,0,0,0,0,0
-7776227,-7789065,13678118,13690974,0,0,0,0,0,0
-7774096,-7776177,13690989,13693069,0,0,0,0,0,0
-4701967,-4705733,16718307,16722080,0,0,0,0,0,0
-7773571,-7774092,13694136,13694630,0,0,0,0,0,0
-7769187,-7773569,13694631,13698982,0,0,0,0,0,0
-7753689,-7769185,13698983,13714350,0,0,0,0,0,0
-7743674,-7753687,13714351,13724358,0,0,0,0,0,0
-7740372,-7743672,13724359,13727623,0,0,0,0,0,0
-7730692,-7740370,13727624,13737326,0,0,0,0,0,0
-7727124,-7730690,13737327,13740964,0,0,0,0,0,0
-7721016,-7727122,13740965,13747018,0,0,0,0,0,0
-7694203,-7721014,13747019,13773832,0,0,0,0,0,0
-7688018,-7694201,13773833,13779945,0,0,0,0,0,0
-7687487,-7688016,13779946,13780495,0,0,0,0,0,0
-7684715,-7687485,13780496,13783290,0,0,0,0,0,0
-7670751,-7684713,13783291,13797317,0,0,0,0,0,0
-7669933,-7670749,13797318,13797973,0,0,0,0,0,0
-7668881,-7669931,13797974,13799044,0,0,0,0,0,0
-7637338,-7668879,13799045,13830584,0,0,0,0,0,0
-7634063,-7637336,13830585,13833833,0,0,0,0,0,0
-7632889,-7634061,13833834,13835325,0,0,0,0,0,0
-7630431,-7632887,13835326,13837824,0,0,0,0,0,0
-7623346,-7630429,13837825,13844883,0,0,0,0,0,0
-7621724,-7623344,13844884,13846469,0,0,0,0,0,0
-7620266,-7621722,13846470,13848588,0,0,0,0,0,0
-7615118,-7620264,13848589,13853699,0,0,0,0,0,0
-7610918,-7615116,13853700,13857906,0,0,0,0,0,0
-7601990,-7610916,13857907,13866848,0,0,0,0,0,0
-7599791,-7601988,13866849,13868849,0,0,0,0,0,0
-7595856,-7599789,13868850,13872866,0,0,0,0,0,0
-7593585,-7595854,13872867,13875166,0,0,0,0,0,0
-7591280,-7593583,13875167,13877423,0,0,0,0,0,0
-7590985,-7591278,13877424,13877717,0,0,0,0,0,0
0,0,13877718,13877736,0,0,0,0,0,0
-7590002,-7590983,13877737,13878664,0,0,0,0,0,0
-7577837,-7590000,13878665,13890864,0,0,0,0,0,0
-7565447,-7577835,13890865,13903216,0,0,0,0,0,0
-7550206,-7565445,13903217,13918499,0,0,0,0,0,0
-7544238,-7550204,13918500,13924456,0,0,0,0,0,0
-7544117,-7544236,13924457,13924553,0,0,0,0,0,0
-7543943,-7544115,13924554,13924749,0,0,0,0,0,0
-7543730,-7543941,13924750,13924938,0,0,0,0,0,0
-7542922,-7543728,13924939,13925717,0,0,0,0,0,0
-7539220,-7542920,13925718,13929365,0,0,0,0,0,0
-7538443,-7539218,13929366,13930170,0,0,0,0,0,0
-7526681,-7538441,13930171,13941877,0,0,0,0,0,0
-7512703,-7526679,13941878,13955876,0,0,0,0,0,0
-7498354,-7512701,13955877,13970216,0,0,0,0,0,0
-7498045,-7498352,13970217,13970505,0,0,0,0,0,0
-7489018,-7498043,13970506,13979510,0,0,0,0,0,0
-7481450,-7489016,13979511,13987105,0,0,0,0,0,0
-7478746,-7481448,13987106,13989802,0,0,0,0,0,0
-7476423,-7478744,13989803,13992110,0,0,0,0,0,0
-7475443,-7476421,13992111,13993071,0,0,0,0,0,0
-7468412,-7475441,13993072,14000176,0,0,0,0,0,0
-7468028,-7468410,14000177,14000540,0,0,0,0,0,0
-7466519,-7468026,14000541,14002023,0,0,0,0,0,0
-7466381,-7466517,14002024,14002203,0,0,0,0,0,0
-7462745,-7466379,14002204,14005842,0,0,0,0,0,0
-7456930,-7462743,14005843,14011688,0,0,0,0,0,0
-7454822,-7456928,14011689,14013823,0,0,0,0,0,0
-7451764,-7454820,14013824,14016842,0,0,0,0,0,0
-7430540,-7451762,14016843,14038054,0,0,0,0,0,0
-7419358,-7430538,14038055,14049365,0,0,0,0,0,0
-7418568,-7419356,14049366,14050139,0,0,0,0,0,0
-7402490,-7418566,14050140,14066215,0,0,0,0,0,0
0,0,14066216,14066234,0,0,0,0,0,0
-7400704,-7402488,14066235,14068054,0,0,0,0,0,0
-7387435,-7400702,14068055,14081374,0,0,0,0,0,0
-7385066,-7387433,14081375,14083531,0,0,0,0,0,0
-7378499,-7385064,14083532,14090067,0,0,0,0,0,0
-7373847,-7378497,14090068,14094741,0,0,0,0,0,0
